729|202003|Y|205002||25|1|P|97|45|141000|97|3.75|C|N|FRM|SC|SF|29600|F120Q1004000|P|360|01|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|||H||2
788|202003|9|205002||000|1|I|75|29|119000|75|4.5|R|N|FRM|TN|PU|37700|F120Q1004215|P|360|01|Other sellers|SPECIALIZED LOAN SERVICING LLC|||9||2
782|202005|9|203004|10580|000|1|P|44|28|185000|44|3.025|R|N|_|NY|SF|12800|F120Q1004277|N|120|01|Other sellers|Other servicers|||9||2
696|202003|Y|205002|35614|25|1|P|90|44|473000|90|4.125|C|N|FRM|NJ|SF|07400|F120Q1004281|P|360|02|U.S. BANK N.A.|U.S. BANK N.A.|||9||2
795|202003|9|205002|33460|000|1|P|73|19|280000|73|3.875|B|N|FRM|MN|SF|55100|F120Q1004291|N|360|01|PROVIDENT FUNDING ASSOCIATES, L.P.|PROVIDENT FUNDING ASSOCIATES, L.P.|||9||1
765|202003|9|205002|37860|000|1|P|50|39|297000|50|3.75|R|N|FRM|FL|SF|32500|F120Q1004296|N|360|02|QUICKEN LOANS INC.|QUICKEN LOANS, LLC|||9||1
804|202003|9|203502|21660|000|1|P|66|18|264000|66|3|R|N|FRM|OR|PU|97400|F120Q1004310|N|180|02|Other sellers|Other servicers|||9||1
770|202003|9|205002|41620|000|1|I|75|10|254000|75|4.875|R|N|FRM|UT|PU|84000|F120Q1004333|P|360|02|Other sellers|Other servicers|||9||2
715|202003|Y|205002|33340|30|1|P|95|50|309000|95|3.875|C|N|FRM|WI|SF|53100|F120Q1004339|P|360|02|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|||9||2
774|202003|N|205002|30460|25|1|P|90|42|270000|90|4|C|N|FRM|KY|SF|40500|F120Q1004358|P|360|01|WELLS FARGO BANK, N.A.|WELLS FARGO BANK, N.A.|||9||2
777|202003|N|205002|41100|000|1|P|75|47|307000|75|3.75|R|N|FRM|UT|PU|84700|F120Q1004416|P|360|02|Other sellers|Other servicers|||9||2
798|202003|N|205002|12580|000|1|P|80|31|244000|80|3.875|R|N|FRM|MD|SF|21200|F120Q1004422|P|360|01|Other sellers|MATRIX FINANCIAL SERVICES CORPORATION|||9||2
816|202003|9|205002|44220|000|1|P|54|30|63000|54|4.125|R|N|FRM|OH|SF|45500|F120Q1004446|N|360|01|Other sellers|Other servicers|||9||2
712|202003|Y|205002||25|1|P|94|33|155000|94|3.851|B|N|FRM|MI|SF|48000|F120Q1004450|P|360|01|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||H||2
773|202003|N|205002||25|1|P|87|49|100000|87|3.99|R|N|FRM|NM|SF|88300|F120Q1004463|P|360|01|QUICKEN LOANS INC.|QUICKEN LOANS, LLC|||H||2
719|202003|9|205002|15764|000|2|I|57|27|299000|57|5.25|R|N|FRM|MA|SF|01900|F120Q1004529|C|360|01|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|||9||2
786|202003|N|205002|16984|30|1|P|95|43|382000|95|3.75|C|N|FRM|IL|PU|60500|F120Q1004585|P|360|01|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|||9||2
790|202003|Y|205002|28140|000|1|P|80|11|152000|80|3.99|R|N|FRM|MO|SF|64100|F120Q1004589|P|360|02|Other sellers|Other servicers|||9||2
717|202003|9|205002|39460|000|1|S|80|48|272000|80|3.99|R|N|FRM|FL|SF|34200|F120Q1004635|P|360|01|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|||9||2
816|202003|9|205002|22744|000|1|P|62|43|260000|62|3.5|R|N|FRM|FL|PU|33000|F120Q1004658|N|360|02|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|||9||2
791|202003|N|205002|29820|000|1|P|60|28|188000|60|3.875|C|N|FRM|NV|PU|89100|F120Q1004700|P|360|01|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||1
765|202003|9|205002|46520|000|1|P|72|48|405000|72|3.757|B|N|FRM|HI|CO|96700|F120Q1004780|C|360|02|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||2
735|202003|9|205002|41620|30|1|P|95|38|286000|95|3.978|B|N|FRM|UT|SF|84100|F120Q1004797|N|360|02|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||2
801|202003|N|205002|29820|000|1|P|80|42|359000|80|3.963|B|N|FRM|NV|PU|89100|F120Q1004804|P|360|02|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||2
808|202003|9|203002|31084|000|1|I|31|29|159000|31|3.5|B|N|_|CA|SF|90700|F120Q1004910|N|120|01|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||2
